run_date,image_id,opus_id,calibrated_image_exists,calibrated_label_exists,metadata_exists,image_lines,line_samples,image_dimensions_ready,label_fields_present,pds_timing_ready,image_mid_time,spacecraft_clock_start,instrument_id,filter_name,opus_geometry_fields_present,image_level_geometry_ready,subobserver_lon_w,subsolar_lon_w,center_resolution_km_px,camera_model_ready,local_spice_kernels_found,spice_ready,projection_input_status,blocking_inputs
2000-12-31,N1356976983,co-iss-n1356976983,yes,yes,yes,1024,1024,yes,11,yes,2000-366T17:51:08.890,1356976951.118,ISSNA,"(""HAL"",""CL2"")",11,yes,44.478,112.302,59.16949,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356977373,co-iss-n1356977373,yes,yes,yes,1024,1024,yes,11,yes,2000-366T17:57:38.887,1356977341.118,ISSNA,"(""HAL"",""CL2"")",11,yes,48.381,116.231,59.17279,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356977733,co-iss-n1356977733,yes,yes,yes,1024,1024,yes,11,yes,2000-366T18:03:38.885,1356977701.118,ISSNA,"(""HAL"",""CL2"")",11,yes,51.984,119.857,59.17584,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356981455,co-iss-n1356981455,yes,yes,yes,1024,1024,yes,11,yes,2000-366T19:05:40.859,1356981423.118,ISSNA,"(""HAL"",""CL2"")",11,yes,89.238,157.355,59.20797,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356981845,co-iss-n1356981845,yes,yes,yes,1024,1024,yes,11,yes,2000-366T19:12:10.857,1356981813.118,ISSNA,"(""HAL"",""CL2"")",11,yes,93.141,161.284,59.21139,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356982205,co-iss-n1356982205,yes,yes,yes,1024,1024,yes,11,yes,2000-366T19:18:10.854,1356982173.118,ISSNA,"(""HAL"",""CL2"")",11,yes,96.744,164.911,59.21457,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356985927,co-iss-n1356985927,yes,yes,yes,1024,1024,yes,11,yes,2000-366T20:20:12.828,1356985895.118,ISSNA,"(""HAL"",""CL2"")",11,yes,133.998,202.408,59.2479,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356986317,co-iss-n1356986317,yes,yes,yes,1024,1024,yes,11,yes,2000-366T20:26:42.826,1356986285.118,ISSNA,"(""HAL"",""CL2"")",11,yes,137.902,206.337,59.25145,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356986677,co-iss-n1356986677,yes,yes,yes,1024,1024,yes,11,yes,2000-366T20:32:42.823,1356986645.118,ISSNA,"(""HAL"",""CL2"")",11,yes,141.505,209.964,59.25474,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356990399,co-iss-n1356990399,yes,yes,yes,1024,1024,yes,11,yes,2000-366T21:34:44.797,1356990367.118,ISSNA,"(""HAL"",""CL2"")",11,yes,178.759,247.461,59.28928,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356990789,co-iss-n1356990789,yes,yes,yes,1024,1024,yes,11,yes,2000-366T21:41:14.795,1356990757.118,ISSNA,"(""HAL"",""CL2"")",11,yes,182.663,251.39,59.29296,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2000-12-31,N1356991149,co-iss-n1356991149,yes,yes,yes,1024,1024,yes,11,yes,2000-366T21:47:14.792,1356991117.118,ISSNA,"(""HAL"",""CL2"")",11,yes,186.266,255.017,59.29636,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357008677,co-iss-n1357008677,yes,yes,yes,1024,1024,yes,11,yes,2001-001T02:39:22.671,1357008645.118,ISSNA,"(""HAL"",""CL2"")",11,yes,1.71,71.603,59.47335,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357009037,co-iss-n1357009037,yes,yes,yes,1024,1024,yes,11,yes,2001-001T02:45:22.668,1357009005.118,ISSNA,"(""HAL"",""CL2"")",11,yes,5.314,75.23,59.47722,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357015011,co-iss-n1357015011,yes,yes,yes,1024,1024,yes,11,yes,2001-001T04:24:56.627,1357014979.118,ISSNA,"(""HAL"",""CL2"")",11,yes,65.112,135.415,59.54271,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357015401,co-iss-n1357015401,yes,yes,yes,1024,1024,yes,11,yes,2001-001T04:31:26.624,1357015369.118,ISSNA,"(""HAL"",""CL2"")",11,yes,69.015,139.344,59.54708,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357015761,co-iss-n1357015761,yes,yes,yes,1024,1024,yes,11,yes,2001-001T04:37:26.622,1357015729.118,ISSNA,"(""HAL"",""CL2"")",11,yes,72.619,142.971,59.55111,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357019483,co-iss-n1357019483,yes,yes,yes,1024,1024,yes,11,yes,2001-001T05:39:28.596,1357019451.118,ISSNA,"(""HAL"",""CL2"")",11,yes,109.875,180.468,59.5934,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357019873,co-iss-n1357019873,yes,yes,yes,1024,1024,yes,11,yes,2001-001T05:45:58.593,1357019841.118,ISSNA,"(""HAL"",""CL2"")",11,yes,113.779,184.397,59.59788,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357020233,co-iss-n1357020233,yes,yes,yes,1024,1024,yes,11,yes,2001-001T05:51:58.591,1357020201.118,ISSNA,"(""HAL"",""CL2"")",11,yes,117.383,188.024,59.60204,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357023955,co-iss-n1357023955,yes,yes,yes,1024,1024,yes,11,yes,2001-001T06:54:00.565,1357023923.118,ISSNA,"(""HAL"",""CL2"")",11,yes,154.64,225.521,59.6455,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357024345,co-iss-n1357024345,yes,yes,yes,1024,1024,yes,11,yes,2001-001T07:00:30.562,1357024313.118,ISSNA,"(""HAL"",""CL2"")",11,yes,158.543,229.45,59.65011,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357024705,co-iss-n1357024705,yes,yes,yes,1024,1024,yes,11,yes,2001-001T07:06:30.560,1357024673.118,ISSNA,"(""HAL"",""CL2"")",11,yes,162.147,233.077,59.65437,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357028427,co-iss-n1357028427,yes,yes,yes,1024,1024,yes,11,yes,2001-001T08:08:32.534,1357028395.118,ISSNA,"(""HAL"",""CL2"")",11,yes,199.404,270.574,59.69901,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357028817,co-iss-n1357028817,yes,yes,yes,1024,1024,yes,11,yes,2001-001T08:15:02.531,1357028785.118,ISSNA,"(""HAL"",""CL2"")",11,yes,203.308,274.503,59.70374,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357029177,co-iss-n1357029177,yes,yes,yes,1024,1024,yes,11,yes,2001-001T08:21:02.529,1357029145.118,ISSNA,"(""HAL"",""CL2"")",11,yes,206.912,278.13,59.70812,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357032899,co-iss-n1357032899,yes,yes,yes,1024,1024,yes,11,yes,2001-001T09:23:04.503,1357032867.118,ISSNA,"(""HAL"",""CL2"")",11,yes,244.17,315.627,59.75393,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357033289,co-iss-n1357033289,yes,yes,yes,1024,1024,yes,11,yes,2001-001T09:29:34.500,1357033257.118,ISSNA,"(""HAL"",""CL2"")",11,yes,248.074,319.556,59.75878,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357033649,co-iss-n1357033649,yes,yes,yes,1024,1024,yes,11,yes,2001-001T09:35:34.498,1357033617.118,ISSNA,"(""HAL"",""CL2"")",11,yes,251.677,323.183,59.76328,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357037371,co-iss-n1357037371,yes,yes,yes,1024,1024,yes,11,yes,2001-001T10:37:36.472,1357037339.118,ISSNA,"(""HAL"",""CL2"")",11,yes,288.935,0.68,59.81025,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357037761,co-iss-n1357037761,yes,yes,yes,1024,1024,yes,11,yes,2001-001T10:44:06.469,1357037729.118,ISSNA,"(""HAL"",""CL2"")",11,yes,292.839,4.609,59.81523,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357038121,co-iss-n1357038121,yes,yes,yes,1024,1024,yes,11,yes,2001-001T10:50:06.467,1357038089.118,ISSNA,"(""HAL"",""CL2"")",11,yes,296.443,8.236,59.81983,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357041843,co-iss-n1357041843,yes,yes,yes,1024,1024,yes,11,yes,2001-001T11:52:08.441,1357041811.118,ISSNA,"(""HAL"",""CL2"")",11,yes,333.702,45.733,59.86797,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357042233,co-iss-n1357042233,yes,yes,yes,1024,1024,yes,11,yes,2001-001T11:58:38.438,1357042201.118,ISSNA,"(""HAL"",""CL2"")",11,yes,337.606,49.662,59.87307,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-01,N1357042593,co-iss-n1357042593,yes,yes,yes,1024,1024,yes,11,yes,2001-001T12:04:38.436,1357042561.118,ISSNA,"(""HAL"",""CL2"")",11,yes,341.209,53.289,59.87778,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357313585,co-iss-n1357313585,yes,yes,yes,1024,1024,yes,11,yes,2001-004T15:21:08.559,1357313553.118,ISSNA,"(""HAL"",""CL2"")",11,yes,175.336,263.38,65.80111,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357313975,co-iss-n1357313975,yes,yes,yes,1024,1024,yes,11,yes,2001-004T15:27:38.557,1357313943.118,ISSNA,"(""HAL"",""CL2"")",11,yes,179.245,267.309,65.81273,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357314335,co-iss-n1357314335,yes,yes,yes,1024,1024,yes,11,yes,2001-004T15:33:38.554,1357314303.118,ISSNA,"(""HAL"",""CL2"")",11,yes,182.853,270.936,65.82347,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357318057,co-iss-n1357318057,yes,yes,yes,1024,1024,yes,11,yes,2001-004T16:35:40.528,1357318025.118,ISSNA,"(""HAL"",""CL2"")",11,yes,220.153,308.433,65.93486,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357318447,co-iss-n1357318447,yes,yes,yes,1024,1024,yes,11,yes,2001-004T16:42:10.526,1357318415.118,ISSNA,"(""HAL"",""CL2"")",11,yes,224.062,312.362,65.94658,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357327001,co-iss-n1357327001,yes,yes,yes,1024,1024,yes,11,yes,2001-004T19:04:44.466,1357326969.118,ISSNA,"(""HAL"",""CL2"")",11,yes,309.789,38.538,66.20548,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357327391,co-iss-n1357327391,yes,yes,yes,1024,1024,yes,11,yes,2001-004T19:11:14.464,1357327359.118,ISSNA,"(""HAL"",""CL2"")",11,yes,313.698,42.467,66.21737,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357327751,co-iss-n1357327751,yes,yes,yes,1024,1024,yes,11,yes,2001-004T19:17:14.461,1357327719.118,ISSNA,"(""HAL"",""CL2"")",11,yes,317.306,46.094,66.22836,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357331473,co-iss-n1357331473,yes,yes,yes,1024,1024,yes,11,yes,2001-004T20:19:16.435,1357331441.118,ISSNA,"(""HAL"",""CL2"")",11,yes,354.609,83.591,66.34232,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357331863,co-iss-n1357331863,yes,yes,yes,1024,1024,yes,11,yes,2001-004T20:25:46.433,1357331831.118,ISSNA,"(""HAL"",""CL2"")",11,yes,358.518,87.52,66.3543,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357332223,co-iss-n1357332223,yes,yes,yes,1024,1024,yes,11,yes,2001-004T20:31:46.430,1357332191.118,ISSNA,"(""HAL"",""CL2"")",11,yes,2.126,91.147,66.36537,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357335945,co-iss-n1357335945,yes,yes,yes,1024,1024,yes,11,yes,2001-004T21:33:48.404,1357335913.118,ISSNA,"(""HAL"",""CL2"")",11,yes,39.43,128.643,66.48017,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357336335,co-iss-n1357336335,yes,yes,yes,1024,1024,yes,11,yes,2001-004T21:40:18.402,1357336303.118,ISSNA,"(""HAL"",""CL2"")",11,yes,43.338,132.572,66.49224,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357336695,co-iss-n1357336695,yes,yes,yes,1024,1024,yes,11,yes,2001-004T21:46:18.399,1357336663.118,ISSNA,"(""HAL"",""CL2"")",11,yes,46.947,136.199,66.50339,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357340417,co-iss-n1357340417,yes,yes,yes,1024,1024,yes,11,yes,2001-004T22:48:20.373,1357340385.118,ISSNA,"(""HAL"",""CL2"")",11,yes,84.251,173.696,66.61903,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357340807,co-iss-n1357340807,yes,yes,yes,1024,1024,yes,11,yes,2001-004T22:54:50.371,1357340775.118,ISSNA,"(""HAL"",""CL2"")",11,yes,88.16,177.625,66.63119,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-04,N1357341167,co-iss-n1357341167,yes,yes,yes,1024,1024,yes,11,yes,2001-004T23:00:50.368,1357341135.118,ISSNA,"(""HAL"",""CL2"")",11,yes,91.768,181.252,66.64242,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-05,N1357344889,co-iss-n1357344889,yes,yes,yes,1024,1024,yes,11,yes,2001-005T00:02:52.342,1357344857.118,ISSNA,"(""HAL"",""CL2"")",11,yes,129.074,218.749,66.75889,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-05,N1357345279,co-iss-n1357345279,yes,yes,yes,1024,1024,yes,11,yes,2001-005T00:09:22.340,1357345247.118,ISSNA,"(""HAL"",""CL2"")",11,yes,132.983,222.678,66.77113,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-05,N1357345639,co-iss-n1357345639,yes,yes,yes,1024,1024,yes,11,yes,2001-005T00:15:22.337,1357345607.118,ISSNA,"(""HAL"",""CL2"")",11,yes,136.591,226.304,66.78244,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-05,N1357351613,co-iss-n1357351613,yes,yes,yes,1024,1024,yes,11,yes,2001-005T01:54:56.296,1357351581.118,ISSNA,"(""HAL"",""CL2"")",11,yes,196.47,286.489,66.97104,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-05,N1357352003,co-iss-n1357352003,yes,yes,yes,1024,1024,yes,11,yes,2001-005T02:01:26.293,1357351971.118,ISSNA,"(""HAL"",""CL2"")",11,yes,200.379,290.418,66.98342,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-05,N1357352363,co-iss-n1357352363,yes,yes,yes,1024,1024,yes,11,yes,2001-005T02:07:26.291,1357352331.118,ISSNA,"(""HAL"",""CL2"")",11,yes,203.987,294.045,66.99485,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
2001-01-05,N1357356085,co-iss-n1357356085,yes,yes,yes,1024,1024,yes,11,yes,2001-005T03:09:28.265,1357356053.118,ISSNA,"(""HAL"",""CL2"")",11,yes,241.295,331.541,67.11337,no,0,no,blocked,missing_documented_iss_camera_model|missing_local_spice_kernels
