run_date,run_label,frame_index,opus_id,image_id,image_number,time,duration_seconds,camera,filter,center_resolution_km_px,candidate_count,review_candidate_count,calibrated_image,calibrated_label,preview_image
2001-01-13,"January 13, 2001 NAC/H-alpha",4,co-iss-n1358065818,N1358065818,1358065818,2001-01-13T08:17:24.370,68,Narrow Angle,HAL,98.45115,634,67,data\calibrated\N1358065818_1_CALIB.IMG,data\calibrated\N1358065818_1_CALIB.LBL,data\previews\N1358065818_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",5,co-iss-n1358065987,N1358065987,1358065987,2001-01-13T08:19:41.376,100,Narrow Angle,HAL,98.45915,741,70,data\calibrated\N1358065987_1_CALIB.IMG,data\calibrated\N1358065987_1_CALIB.LBL,data\previews\N1358065987_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",6,co-iss-n1358069418,N1358069418,1358069418,2001-01-13T09:17:24.345,68,Narrow Angle,HAL,98.63962,3099,111,data\calibrated\N1358069418_1_CALIB.IMG,data\calibrated\N1358069418_1_CALIB.LBL,data\previews\N1358069418_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",7,co-iss-n1358069587,N1358069587,1358069587,2001-01-13T09:19:41.351,100,Narrow Angle,HAL,98.64763,1807,101,data\calibrated\N1358069587_1_CALIB.IMG,data\calibrated\N1358069587_1_CALIB.LBL,data\previews\N1358069587_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",8,co-iss-n1358099796,N1358099796,1358099796,2001-01-13T17:44:18.165,32,Narrow Angle,HAL,100.23837,514,36,data\calibrated\N1358099796_1_CALIB.IMG,data\calibrated\N1358099796_1_CALIB.LBL,data\previews\N1358099796_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",9,co-iss-n1358101818,N1358101818,1358101818,2001-01-13T18:17:24.120,68,Narrow Angle,HAL,100.34423,662,73,data\calibrated\N1358101818_1_CALIB.IMG,data\calibrated\N1358101818_1_CALIB.LBL,data\previews\N1358101818_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",10,co-iss-n1358101987,N1358101987,1358101987,2001-01-13T18:19:41.127,100,Narrow Angle,HAL,100.35232,661,51,data\calibrated\N1358101987_1_CALIB.IMG,data\calibrated\N1358101987_1_CALIB.LBL,data\previews\N1358101987_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",11,co-iss-n1358105418,N1358105418,1358105418,2001-01-13T19:17:24.095,68,Narrow Angle,HAL,100.53454,3022,132,data\calibrated\N1358105418_1_CALIB.IMG,data\calibrated\N1358105418_1_CALIB.LBL,data\previews\N1358105418_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",12,co-iss-n1358105587,N1358105587,1358105587,2001-01-13T19:19:41.102,100,Narrow Angle,HAL,100.54263,1742,85,data\calibrated\N1358105587_1_CALIB.IMG,data\calibrated\N1358105587_1_CALIB.LBL,data\previews\N1358105587_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",13,co-iss-n1358106096,N1358106096,1358106096,2001-01-13T19:29:18.122,32,Narrow Angle,HAL,100.57135,4039,214,data\calibrated\N1358106096_1_CALIB.IMG,data\calibrated\N1358106096_1_CALIB.LBL,data\previews\N1358106096_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",14,co-iss-n1358108118,N1358108118,1358108118,2001-01-13T20:02:24.077,68,Narrow Angle,HAL,100.67738,835,77,data\calibrated\N1358108118_1_CALIB.IMG,data\calibrated\N1358108118_1_CALIB.LBL,data\previews\N1358108118_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",15,co-iss-n1358108287,N1358108287,1358108287,2001-01-13T20:04:41.083,100,Narrow Angle,HAL,100.68548,653,71,data\calibrated\N1358108287_1_CALIB.IMG,data\calibrated\N1358108287_1_CALIB.LBL,data\previews\N1358108287_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",16,co-iss-n1358108796,N1358108796,1358108796,2001-01-13T20:14:18.103,32,Narrow Angle,HAL,100.71422,554,78,data\calibrated\N1358108796_1_CALIB.IMG,data\calibrated\N1358108796_1_CALIB.LBL,data\previews\N1358108796_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",17,co-iss-n1358110818,N1358110818,1358110818,2001-01-13T20:47:24.058,68,Narrow Angle,HAL,100.82032,643,58,data\calibrated\N1358110818_1_CALIB.IMG,data\calibrated\N1358110818_1_CALIB.LBL,data\previews\N1358110818_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",18,co-iss-n1358110987,N1358110987,1358110987,2001-01-13T20:49:41.065,100,Narrow Angle,HAL,100.82843,593,55,data\calibrated\N1358110987_1_CALIB.IMG,data\calibrated\N1358110987_1_CALIB.LBL,data\previews\N1358110987_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",19,co-iss-n1358114418,N1358114418,1358114418,2001-01-13T21:47:24.033,68,Narrow Angle,HAL,101.01106,3045,135,data\calibrated\N1358114418_1_CALIB.IMG,data\calibrated\N1358114418_1_CALIB.LBL,data\previews\N1358114418_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",20,co-iss-n1358114587,N1358114587,1358114587,2001-01-13T21:49:41.040,100,Narrow Angle,HAL,101.01918,1684,98,data\calibrated\N1358114587_1_CALIB.IMG,data\calibrated\N1358114587_1_CALIB.LBL,data\previews\N1358114587_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",21,co-iss-n1358115096,N1358115096,1358115096,2001-01-13T21:59:18.060,32,Narrow Angle,HAL,101.04796,4021,195,data\calibrated\N1358115096_1_CALIB.IMG,data\calibrated\N1358115096_1_CALIB.LBL,data\previews\N1358115096_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",22,co-iss-n1358117118,N1358117118,1358117118,2001-01-13T22:32:24.014,68,Narrow Angle,HAL,101.15423,801,78,data\calibrated\N1358117118_1_CALIB.IMG,data\calibrated\N1358117118_1_CALIB.LBL,data\previews\N1358117118_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",23,co-iss-n1358117287,N1358117287,1358117287,2001-01-13T22:34:41.021,100,Narrow Angle,HAL,101.16235,660,71,data\calibrated\N1358117287_1_CALIB.IMG,data\calibrated\N1358117287_1_CALIB.LBL,data\previews\N1358117287_1_full.png
2001-01-13,"January 13, 2001 NAC/H-alpha",24,co-iss-n1358117796,N1358117796,1358117796,2001-01-13T22:44:18.041,32,Narrow Angle,HAL,101.19116,399,54,data\calibrated\N1358117796_1_CALIB.IMG,data\calibrated\N1358117796_1_CALIB.LBL,data\previews\N1358117796_1_full.png
