run_date,track_id,frame_count,first_image_id,last_image_id,median_peak_snr,mean_step_px,motion_consistency,candidate_score,temporal_quality,quality_reason,candidate_ids
2001-01-08,T4872,3,N1357685116,N1357685794,9.00,23.48,0.000,0.3915,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357685116-1060|1357685285-1173|1357685794-0429
2001-01-08,T4887,3,N1357685116,N1357685794,9.00,14.70,0.001,0.3915,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357685116-1173|1357685285-1291|1357685794-0349
2001-01-08,T4087,3,N1357676116,N1357676794,8.88,16.54,0.000,0.3909,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357676116-1030|1357676285-1163|1357676794-0321
2001-01-08,T4026,3,N1357676116,N1357676794,8.81,6.33,0.002,0.3908,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357676116-0374|1357676285-0469|1357676794-0140
2001-01-13,T1638,3,N1358114418,N1358115096,8.82,27.52,0.000,0.3905,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1358114418-0690|1358114587-0665|1358115096-0225
2001-01-13,T1708,3,N1358114418,N1358115096,8.82,41.79,0.000,0.3905,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1358114418-2673|1358114587-1492|1358115096-1941
2001-01-08,T2772,3,N1357658115,N1357658793,8.80,9.60,0.000,0.3904,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357658115-1599|1357658284-1691|1357658793-0796
2001-01-08,T2024,3,N1357649115,N1357649793,8.72,3.50,0.000,0.3901,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357649115-1631|1357649284-1721|1357649793-0742
2001-01-08,T3383,3,N1357667116,N1357667794,8.67,16.49,0.000,0.3896,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357667116-1135|1357667285-1176|1357667794-0359
2001-01-08,T1505,3,N1357646415,N1357647093,8.62,30.22,0.000,0.3894,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357646415-3644|1357646584-1593|1357647093-4644
2001-01-08,T2272,3,N1357655415,N1357656093,8.61,30.22,0.000,0.3894,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357655415-3586|1357655584-1593|1357656093-4644
2001-01-08,T3702,3,N1357673416,N1357674094,8.52,40.65,0.000,0.3886,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357673416-1960|1357673585-1175|1357674094-1283
2001-01-08,T2996,3,N1357664415,N1357665093,8.48,40.65,0.000,0.3884,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357664415-2075|1357664584-1143|1357665093-1314
2001-01-13,T2009,3,N1358117118,N1358117796,8.25,12.16,0.001,0.3872,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1358117118-0664|1358117287-0537|1358117796-0259
2001-01-08,T0444,3,N1357631115,N1357631793,8.09,19.77,0.000,0.3861,weak_temporal_review,appears in 3+ frames; irregular step size; low SNR,1357631115-1460|1357631284-1432|1357631793-0398
2001-01-05,T0114,1,N1357352003,N1357352003,564.80,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357352003-0272
2001-01-10,T0372,1,N1357811330,N1357811330,434.10,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357811330-0180
2001-01-10,T0394,1,N1357811330,N1357811330,428.93,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357811330-0399
2001-01-13,T0814,1,N1358099796,N1358099796,371.83,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358099796-0108
2001-01-08,T2799,1,N1357658284,N1357658284,370.72,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357658284-0195
2001-01-13,T1082,1,N1358105418,N1358105418,363.68,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358105418-1483
2001-01-08,T3460,1,N1357667285,N1357667285,363.49,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357667285-0063
2001-01-08,T1411,1,N1357646415,N1357646415,305.50,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357646415-0076
2001-01-13,T1725,1,N1358114587,N1358114587,229.84,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358114587-0079
2001-01-08,T0108,1,N1357628584,N1357628584,223.82,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357628584-0070
2001-01-05,T0102,1,N1357352003,N1357352003,164.61,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357352003-0194
2001-01-08,T2165,1,N1357655415,N1357655415,138.63,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357655415-0002
2001-01-13,T1459,1,N1358108287,N1358108287,138.62,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358108287-0151
2001-01-08,T3480,1,N1357667794,N1357667794,135.50,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357667794-0540
2001-01-13,T0806,1,N1358099796,N1358099796,126.82,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358099796-0002
2000-12-31,T0207,1,N1356982205,N1356982205,114.00,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356982205-0376
2001-01-08,T2599,1,N1357658115,N1357658115,107.34,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357658115-0191
2001-01-08,T3758,1,N1357674094,N1357674094,92.16,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357674094-0054
2001-01-08,T4434,1,N1357682416,N1357682416,89.20,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357682416-2630
2001-01-09,T0206,1,N1357764358,N1357764358,85.07,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357764358-0298
2001-01-13,T1460,1,N1358108287,N1358108287,84.83,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358108287-0152
2001-01-11,T0365,1,N1357909999,N1357909999,84.53,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357909999-0156
2001-01-08,T3028,1,N1357664584,N1357664584,83.57,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357664584-0001
2000-12-31,T0323,1,N1356986677,N1356986677,83.44,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356986677-0334
2001-01-11,T0380,1,N1357909999,N1357909999,82.81,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357909999-0296
2001-01-10,T0384,1,N1357811330,N1357811330,82.54,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357811330-0300
2000-12-31,T0103,1,N1356977733,N1356977733,82.02,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356977733-0338
2001-01-09,T0217,1,N1357764358,N1357764358,81.60,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357764358-0352
2000-12-31,T0326,1,N1356986677,N1356986677,81.55,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356986677-0427
2001-01-08,T4783,1,N1357685116,N1357685116,75.54,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357685116-0152
2001-01-08,T0001,1,N1357628415,N1357628415,75.17,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357628415-0024
2001-01-13,T0537,1,N1358063796,N1358063796,74.14,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358063796-0108
2001-01-09,T0210,1,N1357764358,N1357764358,69.68,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357764358-0309
2000-12-31,T0427,1,N1356991149,N1356991149,68.29,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356991149-0403
2000-12-31,T0413,1,N1356991149,N1356991149,60.56,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356991149-0279
2000-12-31,T0307,1,N1356986677,N1356986677,55.29,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356986677-0113
2001-01-08,T1512,1,N1357646584,N1357646584,54.76,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357646584-0013
2001-01-09,T0204,1,N1357764358,N1357764358,53.65,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357764358-0250
2000-12-31,T0431,1,N1356991149,N1356991149,53.39,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356991149-0417
2001-01-13,T0812,1,N1358099796,N1358099796,51.39,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358099796-0082
2001-01-01,T0692,1,N1357037761,N1357037761,49.87,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357037761-0063
2001-01-01,T0071,1,N1357009037,N1357009037,49.38,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357009037-0407
2000-12-31,T0005,1,N1356976983,N1356976983,49.18,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356976983-0042
2001-01-08,T4948,1,N1357685285,N1357685285,49.06,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357685285-0074
2000-12-31,T0034,1,N1356976983,N1356976983,48.76,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356976983-0292
2001-01-01,T0485,1,N1357028817,N1357028817,48.50,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357028817-0054
2000-12-31,T0031,1,N1356976983,N1356976983,48.33,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356976983-0249
2000-12-31,T0369,1,N1356990789,N1356990789,47.96,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356990789-0027
2000-12-31,T0129,1,N1356981455,N1356981455,47.74,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356981455-0094
2000-12-31,T0027,1,N1356976983,N1356976983,47.68,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356976983-0213
2000-12-31,T0266,1,N1356985927,N1356985927,47.55,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356985927-0326
2000-12-31,T0272,1,N1356985927,N1356985927,45.52,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356985927-0356
2001-01-01,T0200,1,N1357015761,N1357015761,45.52,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357015761-0418
2000-12-31,T0329,1,N1356990399,N1356990399,44.50,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356990399-0014
2001-01-05,T0103,1,N1357352003,N1357352003,42.83,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357352003-0201
2001-01-08,T1034,1,N1357640793,N1357640793,42.80,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357640793-0066
2001-01-01,T0618,1,N1357033649,N1357033649,42.74,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357033649-0120
2001-01-13,T2049,1,N1358117796,N1358117796,42.61,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358117796-0306
2001-01-01,T0064,1,N1357009037,N1357009037,42.16,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357009037-0341
2001-01-01,T0510,1,N1357028817,N1357028817,42.12,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357028817-0302
2000-12-31,T0192,1,N1356982205,N1356982205,41.06,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356982205-0238
2001-01-08,T0818,1,N1357637584,N1357637584,40.88,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357637584-0015
2001-01-13,T0008,1,N1358061096,N1358061096,40.35,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358061096-0043
2001-01-01,T0121,1,N1357015011,N1357015011,39.81,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357015011-0406
2001-01-01,T0375,1,N1357024345,N1357024345,38.42,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357024345-0084
2001-01-01,T0138,1,N1357015011,N1357015011,38.29,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357015011-0534
2001-01-01,T0288,1,N1357020233,N1357020233,38.01,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357020233-0106
2001-01-01,T0795,1,N1357042233,N1357042233,37.95,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357042233-0327
2001-01-01,T0060,1,N1357009037,N1357009037,37.89,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357009037-0278
2001-01-01,T0316,1,N1357023955,N1357023955,37.62,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357023955-0008
2000-12-31,T0400,1,N1356991149,N1356991149,37.52,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356991149-0122
2001-01-01,T0307,1,N1357020233,N1357020233,37.24,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357020233-0320
2000-12-31,T0135,1,N1356981455,N1356981455,36.89,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356981455-0145
2000-12-31,T0114,1,N1356977733,N1356977733,36.43,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356977733-0408
2001-01-01,T0684,1,N1357037371,N1357037371,35.22,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357037371-0354
2001-01-01,T0301,1,N1357020233,N1357020233,34.96,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357020233-0274
2001-01-01,T0111,1,N1357015011,N1357015011,34.76,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357015011-0355
2001-01-09,T0003,1,N1357691416,N1357691416,34.54,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357691416-0017
2001-01-01,T0721,1,N1357038121,N1357038121,34.27,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357038121-0167
2000-12-31,T0435,1,N1356991149,N1356991149,33.62,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356991149-0454
2001-01-01,T0465,1,N1357028427,N1357028427,33.10,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357028427-0308
2001-01-01,T0737,1,N1357041843,N1357041843,32.67,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357041843-0005
2001-01-01,T0089,1,N1357015011,N1357015011,32.53,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357015011-0145
2001-01-09,T0198,1,N1357764358,N1357764358,32.10,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357764358-0197
2001-01-01,T0326,1,N1357023955,N1357023955,31.29,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357023955-0096
2001-01-13,T1968,1,N1358117118,N1358117118,31.23,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358117118-0187
2000-12-31,T0001,1,N1356976983,N1356976983,30.89,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356976983-0018
2001-01-09,T0224,1,N1357764358,N1357764358,30.20,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357764358-0390
2001-01-01,T0741,1,N1357041843,N1357041843,29.99,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357041843-0028
2001-01-13,T0881,1,N1358099796,N1358099796,28.86,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358099796-0482
2001-01-01,T0052,1,N1357009037,N1357009037,28.64,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357009037-0222
2000-12-31,T0118,1,N1356981455,N1356981455,28.46,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356981455-0006
2001-01-01,T0752,1,N1357041843,N1357041843,28.30,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357041843-0132
2001-01-01,T0529,1,N1357029177,N1357029177,27.36,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357029177-0082
2001-01-01,T0225,1,N1357019483,N1357019483,27.27,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357019483-0214
2001-01-08,T4332,1,N1357682416,N1357682416,27.07,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357682416-0044
2001-01-01,T0538,1,N1357029177,N1357029177,26.80,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357029177-0257
2001-01-08,T0699,1,N1357633984,N1357633984,26.44,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357633984-0208
2001-01-08,T1035,1,N1357640793,N1357640793,26.24,0.00,1.000,0.4375,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357640793-0103
2001-01-01,T0534,1,N1357029177,N1357029177,24.75,0.00,1.000,0.4360,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357029177-0219
2001-01-01,T0532,1,N1357029177,N1357029177,24.38,0.00,1.000,0.4338,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357029177-0216
2000-12-31,T0096,1,N1356977733,N1356977733,24.00,0.00,1.000,0.4315,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356977733-0280
2001-01-08,T3573,1,N1357669816,N1357669816,23.95,0.00,1.000,0.4312,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357669816-0262
2001-01-08,T3556,1,N1357669816,N1357669816,23.73,0.00,1.000,0.4299,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357669816-0176
2001-01-05,T0099,1,N1357352003,N1357352003,23.51,0.00,1.000,0.4285,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357352003-0174
2000-12-31,T0337,1,N1356990399,N1356990399,23.48,0.00,1.000,0.4284,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356990399-0071
2001-01-08,T2847,1,N1357660815,N1357660815,23.09,0.00,1.000,0.4261,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357660815-0174
2001-01-08,T1380,1,N1357642815,N1357642815,23.08,0.00,1.000,0.4260,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357642815-0633
2001-01-08,T1322,1,N1357642815,N1357642815,22.97,0.00,1.000,0.4253,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357642815-0254
2001-01-08,T1396,1,N1357642984,N1357642984,22.89,0.00,1.000,0.4248,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357642984-0312
2001-01-01,T0061,1,N1357009037,N1357009037,22.86,0.00,1.000,0.4247,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357009037-0279
2001-01-01,T0461,1,N1357028427,N1357028427,22.86,0.00,1.000,0.4247,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357028427-0266
2001-01-01,T0462,1,N1357028427,N1357028427,22.86,0.00,1.000,0.4247,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357028427-0268
2001-01-01,T0040,1,N1357009037,N1357009037,22.59,0.00,1.000,0.4231,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357009037-0126
2001-01-08,T1366,1,N1357642815,N1357642815,22.09,0.00,1.000,0.4201,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357642815-0549
2001-01-01,T0439,1,N1357028427,N1357028427,21.95,0.00,1.000,0.4192,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357028427-0124
2000-12-31,T0124,1,N1356981455,N1356981455,21.59,0.00,1.000,0.4170,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356981455-0062
2001-01-08,T2101,1,N1357651815,N1357651815,21.12,0.00,1.000,0.4142,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357651815-0276
2001-01-01,T0304,1,N1357020233,N1357020233,21.06,0.00,1.000,0.4138,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357020233-0286
2001-01-01,T0232,1,N1357019483,N1357019483,21.00,0.00,1.000,0.4135,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357019483-0269
2001-01-08,T3535,1,N1357669816,N1357669816,20.86,0.00,1.000,0.4126,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357669816-0031
2001-01-08,T3619,1,N1357669985,N1357669985,20.84,0.00,1.000,0.4126,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357669985-0420
2001-01-08,T0712,1,N1357637415,N1357637415,284.94,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357637415-0069
2001-01-08,T0503,1,N1357631284,N1357631284,149.67,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357631284-0037
2001-01-08,T0509,1,N1357631284,N1357631284,115.96,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357631284-0161
2000-12-31,T0198,1,N1356982205,N1356982205,112.12,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356982205-0307
2000-12-31,T0202,1,N1356982205,N1356982205,78.26,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356982205-0341
2000-12-31,T0433,1,N1356991149,N1356991149,77.48,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356991149-0436
2000-12-31,T0409,1,N1356991149,N1356991149,75.27,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356991149-0222
2001-01-08,T2058,1,N1357649793,N1357649793,74.16,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357649793-0037
2001-01-13,T2033,1,N1358117287,N1358117287,71.07,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358117287-0197
2000-12-31,T0421,1,N1356991149,N1356991149,65.04,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356991149-0374
2000-12-31,T0306,1,N1356986677,N1356986677,64.59,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356986677-0104
2000-12-31,T0084,1,N1356977733,N1356977733,62.27,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356977733-0169
2001-01-13,T1136,1,N1358106096,N1358106096,58.02,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358106096-0079
2001-01-10,T0305,1,N1357806858,N1357806858,54.30,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357806858-0178
2000-12-31,T0423,1,N1356991149,N1356991149,51.90,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356991149-0394
2000-12-31,T0120,1,N1356981455,N1356981455,51.86,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356981455-0033
2000-12-31,T0151,1,N1356981455,N1356981455,50.21,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356981455-0264
2001-01-01,T0308,1,N1357020233,N1357020233,47.15,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357020233-0323
2001-01-08,T3030,1,N1357664584,N1357664584,46.48,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357664584-0018
2000-12-31,T0190,1,N1356982205,N1356982205,45.72,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356982205-0192
2001-01-08,T2814,1,N1357658793,N1357658793,45.27,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357658793-0062
2001-01-01,T0508,1,N1357028817,N1357028817,44.91,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357028817-0280
2001-01-01,T0483,1,N1357028817,N1357028817,44.72,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357028817-0013
2001-01-01,T0134,1,N1357015011,N1357015011,40.65,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357015011-0477
2001-01-01,T0077,1,N1357015011,N1357015011,40.31,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357015011-0032
2001-01-10,T0388,1,N1357811330,N1357811330,39.93,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357811330-0339
2000-12-31,T0317,1,N1356986677,N1356986677,38.96,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1356986677-0296
2001-01-01,T0812,1,N1357042593,N1357042593,38.96,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357042593-0084
2001-01-10,T0309,1,N1357806858,N1357806858,38.49,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357806858-0216
2001-01-01,T0233,1,N1357019483,N1357019483,38.36,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357019483-0271
2001-01-08,T2801,1,N1357658284,N1357658284,37.56,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357658284-0233
2001-01-13,T0801,1,N1358069587,N1358069587,36.04,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1358069587-0952
2001-01-01,T0464,1,N1357028427,N1357028427,36.00,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357028427-0307
2001-01-01,T0348,1,N1357023955,N1357023955,34.93,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357023955-0243
2001-01-08,T1032,1,N1357640793,N1357640793,33.31,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357640793-0008
2001-01-01,T0746,1,N1357041843,N1357041843,31.54,0.00,1.000,0.4125,single_frame_not_temporal,Only one frame; cannot support temporal persistence.,1357041843-0068
