image_id,track_id,candidate_id,confidence,track_length,frame_index,opus_id,image_number,time,x,y,brightness,blob_size,artifact_score,area_px,peak_snr,mean_snr,integrated_snr,sharpness,elongation,flags,reason
N1358105418,T0989,1358105418-0046,0.3125,1,11,co-iss-n1358105418,1358105418,2001-01-13T19:17:24.095,684.06,269.92,111.36,3,0.00,3,111.36,43.16,129.49,2.58,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358105587,T1121,1358105587-0044,0.3125,1,12,co-iss-n1358105587,1358105587,2001-01-13T19:19:41.102,761.19,227.88,47.06,3,0.00,3,47.06,22.75,68.26,2.07,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358106096,T1321,1358106096-3373,0.3125,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,28.86,981.66,29.87,3,0.00,3,29.87,19.11,57.34,1.56,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358108287,T1462,1358108287-0201,0.3125,1,15,co-iss-n1358108287,1358108287,2001-01-13T20:04:41.083,949.22,671.98,29.18,3,0.00,3,29.18,16.92,50.75,1.72,4.39,,1 frame(s); median area 3.0 px; flags: none
N1358108287,T1463,1358108287-0207,0.3125,1,15,co-iss-n1358108287,1358108287,2001-01-13T20:04:41.083,978.13,684.69,37.84,3,0.00,3,37.84,18.29,54.86,2.07,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358108796,T1466,1358108796-0026,0.3125,1,16,co-iss-n1358108796,1358108796,2001-01-13T20:14:18.103,878.87,230.10,64.49,3,0.00,3,64.49,28.01,84.04,2.30,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358108796,T1469,1358108796-0083,0.3125,1,16,co-iss-n1358108796,1358108796,2001-01-13T20:14:18.103,34.55,497.26,26.42,3,0.00,3,26.42,19.47,58.42,1.36,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358108796,T1471,1358108796-0108,0.3125,1,16,co-iss-n1358108796,1358108796,2001-01-13T20:14:18.103,164.43,577.10,36.74,3,0.00,3,36.74,25.67,77.02,1.43,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358108796,T1473,1358108796-0136,0.3125,1,16,co-iss-n1358108796,1358108796,2001-01-13T20:14:18.103,251.28,712.17,25.56,3,0.00,3,25.56,15.53,46.58,1.65,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358114418,T1678,1358114418-1592,0.3125,1,19,co-iss-n1358114418,1358114418,2001-01-13T21:47:24.033,874.19,902.53,25.17,3,0.00,3,25.17,15.78,47.33,1.60,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358114587,T1729,1358114587-0121,0.3125,1,20,co-iss-n1358114587,1358114587,2001-01-13T21:49:41.040,622.86,585.04,178.89,3,0.00,3,178.89,73.03,219.08,2.45,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358115096,T1739,1358115096-0067,0.3125,1,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,56.71,593.57,54.52,3,0.00,3,54.52,41.79,125.38,1.30,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358117118,T1950,1358117118-0029,0.3125,1,22,co-iss-n1358117118,1358117118,2001-01-13T22:32:24.014,454.74,129.18,28.71,3,0.00,3,28.71,16.83,50.50,1.71,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358117287,T2027,1358117287-0013,0.3125,1,23,co-iss-n1358117287,1358117287,2001-01-13T22:34:41.021,357.78,79.76,27.84,3,0.00,3,27.84,17.31,51.92,1.61,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358117287,T2028,1358117287-0016,0.3125,1,23,co-iss-n1358117287,1358117287,2001-01-13T22:34:41.021,328.43,90.69,27.36,3,0.00,3,27.36,21.44,64.33,1.28,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358117287,T2030,1358117287-0106,0.3125,1,23,co-iss-n1358117287,1358117287,2001-01-13T22:34:41.021,836.73,363.46,31.16,3,0.00,3,31.16,19.16,57.48,1.63,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358117796,T2046,1358117796-0096,0.3125,1,24,co-iss-n1358117796,1358117796,2001-01-13T22:44:18.041,835.14,760.64,26.04,3,0.00,3,26.04,17.58,52.74,1.48,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358117118,T1957,1358117118-0081,0.3121,1,22,co-iss-n1358117118,1358117118,2001-01-13T22:32:24.014,242.64,348.56,20.77,4,0.00,4,20.77,13.66,54.63,1.52,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358061096,T0056,1358061096-0309,0.3118,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,659.53,784.44,16.55,5,0.00,5,16.55,10.23,51.15,1.62,1.93,,1 frame(s); median area 5.0 px; flags: none
N1358105587,T1124,1358105587-0141,0.3118,1,12,co-iss-n1358105587,1358105587,2001-01-13T19:19:41.102,893.85,641.01,8.21,7,0.00,7,8.21,7.63,53.40,1.08,1.29,,1 frame(s); median area 7.0 px; flags: none
N1358106096,T1252,1358106096-2297,0.3118,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,666.14,923.66,12.38,6,0.00,6,12.38,9.21,55.24,1.34,2.23,,1 frame(s); median area 6.0 px; flags: none
N1358101818,T0963,1358101818-0661,0.3117,1,9,co-iss-n1358101818,1358101818,2001-01-13T18:17:24.120,27.63,1020.12,20.70,4,0.00,4,20.70,14.62,58.49,1.42,2.62,,1 frame(s); median area 4.0 px; flags: none
N1358061096,T0348,1358061096-3231,0.3110,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,151.72,960.89,20.58,4,0.15,4,20.58,14.47,57.89,1.42,6.17,,1 frame(s); median area 4.0 px; flags: none
N1358061096,T0095,1358061096-0682,0.3109,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,783.68,826.30,12.23,6,0.00,6,12.23,9.73,58.35,1.26,3.57,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0101,1358061096-0730,0.3108,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,731.51,829.32,12.21,6,0.15,6,12.21,8.88,53.26,1.38,6.81,,1 frame(s); median area 6.0 px; flags: none
N1358117118,T1948,1358117118-0009,0.3105,1,22,co-iss-n1358117118,1358117118,2001-01-13T22:32:24.014,68.01,48.31,16.34,5,0.00,5,16.34,10.39,51.94,1.57,4.39,,1 frame(s); median area 5.0 px; flags: none
N1358101987,T0964,1358101987-0012,0.3105,1,10,co-iss-n1358101987,1358101987,2001-01-13T18:19:41.127,724.50,17.00,20.50,4,0.00,4,20.50,16.09,64.36,1.27,2.62,,1 frame(s); median area 4.0 px; flags: none
N1358099796,T0813,1358099796-0098,0.3104,1,8,co-iss-n1358099796,1358099796,2001-01-13T17:44:18.165,76.88,724.53,16.32,5,0.00,5,16.32,12.22,61.08,1.34,3.52,,1 frame(s); median area 5.0 px; flags: none
N1358065818,T0543,1358065818-0020,0.3102,1,4,co-iss-n1358065818,1358065818,2001-01-13T08:17:24.370,790.82,43.30,20.45,4,0.00,4,20.45,17.32,69.27,1.18,1.63,,1 frame(s); median area 4.0 px; flags: none
N1358061096,T0051,1358061096-0274,0.3089,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,636.91,779.24,16.07,5,0.00,5,16.07,11.11,55.55,1.45,3.40,,1 frame(s); median area 5.0 px; flags: none
N1358069418,T0698,1358069418-0457,0.3088,1,6,co-iss-n1358069418,1358069418,2001-01-13T09:17:24.345,368.57,787.58,20.22,4,0.00,4,20.22,12.37,49.48,1.63,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358110818,T1525,1358110818-0289,0.3086,1,17,co-iss-n1358110818,1358110818,2001-01-13T20:47:24.058,547.39,464.78,16.02,5,0.00,5,16.02,12.74,63.71,1.26,3.40,,1 frame(s); median area 5.0 px; flags: none
N1358101987,T0965,1358101987-0063,0.3084,1,10,co-iss-n1358101987,1358101987,2001-01-13T18:19:41.127,750.81,103.44,20.15,4,0.00,4,20.15,14.64,58.55,1.38,2.62,,1 frame(s); median area 4.0 px; flags: none
N1358110987,T1580,1358110987-0501,0.3071,1,18,co-iss-n1358110987,1358110987,2001-01-13T20:49:41.065,11.25,853.55,15.77,5,0.00,5,15.77,12.78,63.88,1.23,1.73,,1 frame(s); median area 5.0 px; flags: none
N1358061096,T0183,1358061096-1405,0.3070,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,628.87,872.00,11.59,6,0.00,6,11.59,10.00,60.00,1.16,2.33,,1 frame(s); median area 6.0 px; flags: none
N1358063118,T0428,1358063118-0053,0.3069,1,1,co-iss-n1358063118,1358063118,2001-01-13T07:32:24.388,288.72,239.76,24.06,3,0.00,3,24.06,16.78,50.34,1.43,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358061096,T0141,1358061096-1066,0.3068,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,824.09,853.02,11.55,6,0.00,6,11.55,8.96,53.76,1.29,1.63,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0180,1358061096-1400,0.3068,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,935.45,871.05,11.55,6,0.00,6,11.55,8.96,53.78,1.29,1.31,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0290,1358061096-2616,0.3068,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,985.86,927.53,11.55,6,0.00,6,11.55,9.40,56.42,1.23,3.31,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0378,1358061096-3845,0.3068,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,985.78,994.99,11.55,6,0.00,6,11.55,9.07,54.45,1.27,3.68,,1 frame(s); median area 6.0 px; flags: none
N1358117796,T2043,1358117796-0019,0.3062,1,24,co-iss-n1358117796,1358117796,2001-01-13T22:44:18.041,973.87,227.70,15.61,5,0.15,5,15.61,11.74,58.68,1.33,7.25,,1 frame(s); median area 5.0 px; flags: none
N1358106096,T1186,1358106096-1132,0.3053,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,736.80,865.95,11.30,6,0.00,6,11.30,9.48,56.88,1.19,4.47,,1 frame(s); median area 6.0 px; flags: none
N1358106096,T1327,1358106096-3579,0.3053,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,985.78,994.99,11.30,6,0.00,6,11.30,8.90,53.41,1.27,3.68,,1 frame(s); median area 6.0 px; flags: none
N1358101987,T0986,1358101987-0660,0.3049,1,10,co-iss-n1358101987,1358101987,2001-01-13T18:19:41.127,979.40,1020.29,15.40,5,0.00,5,15.40,12.13,60.67,1.27,1.73,,1 frame(s); median area 5.0 px; flags: none
N1358114418,T1588,1358114418-0038,0.3048,1,19,co-iss-n1358114418,1358114418,2001-01-13T21:47:24.033,911.79,228.63,23.71,3,0.00,3,23.71,16.69,50.07,1.42,4.39,,1 frame(s); median area 3.0 px; flags: none
N1358061096,T0374,1358061096-3702,0.3045,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,706.87,987.70,15.33,5,0.00,5,15.33,11.59,57.96,1.32,1.39,,1 frame(s); median area 5.0 px; flags: none
N1358061096,T0065,1358061096-0386,0.3042,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,664.62,796.35,15.29,5,0.00,5,15.29,9.77,48.83,1.57,1.83,,1 frame(s); median area 5.0 px; flags: none
N1358065987,T0633,1358065987-0369,0.3041,1,5,co-iss-n1358065987,1358065987,2001-01-13T08:19:41.376,22.43,534.43,19.43,4,0.00,4,19.43,16.91,67.65,1.15,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358101818,T0885,1358101818-0019,0.3037,1,9,co-iss-n1358101818,1358101818,2001-01-13T18:17:24.120,1014.38,31.41,19.37,4,0.00,4,19.37,13.24,52.96,1.46,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358069418,T0652,1358069418-0004,0.3037,1,6,co-iss-n1358069418,1358069418,2001-01-13T09:17:24.345,637.08,27.92,19.37,4,0.15,4,19.37,12.74,50.96,1.52,6.17,,1 frame(s); median area 4.0 px; flags: none
N1358069587,T0792,1358069587-0081,0.3036,1,7,co-iss-n1358069587,1358069587,2001-01-13T09:19:41.351,840.02,372.42,11.02,6,0.00,6,11.02,8.74,52.42,1.26,3.34,,1 frame(s); median area 6.0 px; flags: none
N1358110987,T1583,1358110987-0568,0.3036,1,18,co-iss-n1358110987,1358110987,2001-01-13T20:49:41.065,236.22,980.03,15.18,5,0.00,5,15.18,9.64,48.22,1.57,2.44,,1 frame(s); median area 5.0 px; flags: none
N1358065818,T0588,1358065818-0426,0.3034,1,4,co-iss-n1358065818,1358065818,2001-01-13T08:17:24.370,382.86,679.57,15.16,5,0.00,5,15.16,14.07,70.35,1.08,1.73,,1 frame(s); median area 5.0 px; flags: none
N1358061096,T0096,1358061096-0686,0.3033,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,629.48,827.10,15.13,5,0.00,5,15.13,11.04,55.22,1.37,4.39,,1 frame(s); median area 5.0 px; flags: none
N1358117796,T2044,1358117796-0041,0.3031,1,24,co-iss-n1358117796,1358117796,2001-01-13T22:44:18.041,970.78,413.58,23.44,3,0.00,3,23.44,13.47,40.40,1.74,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358065818,T0556,1358065818-0123,0.3030,1,4,co-iss-n1358065818,1358065818,2001-01-13T08:17:24.370,942.61,206.54,19.26,4,0.00,4,19.26,14.14,56.54,1.36,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358065818,T0558,1358065818-0129,0.3020,1,4,co-iss-n1358065818,1358065818,2001-01-13T08:17:24.370,279.51,213.51,19.09,4,0.00,4,19.09,14.40,57.61,1.33,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358106096,T1203,1358106096-1441,0.3017,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,643.01,882.38,10.69,6,0.00,6,10.69,8.59,51.54,1.24,1.81,,1 frame(s); median area 6.0 px; flags: none
N1358115096,T1941,1358115096-3945,0.3016,1,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,49.36,1017.45,14.86,5,0.00,5,14.86,10.75,53.76,1.38,1.83,,1 frame(s); median area 5.0 px; flags: none
N1358106096,T1147,1358106096-0612,0.3016,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,629.48,827.10,14.85,5,0.00,5,14.85,10.85,54.25,1.37,4.39,,1 frame(s); median area 5.0 px; flags: none
N1358069418,T0754,1358069418-1702,0.3015,1,6,co-iss-n1358069418,1358069418,2001-01-13T09:17:24.345,631.35,895.64,14.84,5,0.00,5,14.84,9.68,48.41,1.53,1.73,,1 frame(s); median area 5.0 px; flags: none
N1358065987,T0620,1358065987-0172,0.3014,1,5,co-iss-n1358065987,1358065987,2001-01-13T08:19:41.376,896.45,299.45,18.99,4,0.00,4,18.99,15.72,62.90,1.21,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358101818,T0910,1358101818-0188,0.3007,1,9,co-iss-n1358101818,1358101818,2001-01-13T18:17:24.120,120.34,294.50,18.87,4,0.00,4,18.87,14.27,57.07,1.32,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358063287,T0521,1358063287-0116,0.3007,1,2,co-iss-n1358063287,1358063287,2001-01-13T07:34:41.395,836.18,375.70,23.03,3,0.00,3,23.03,14.76,44.27,1.56,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358110987,T1569,1358110987-0123,0.3003,1,18,co-iss-n1358110987,1358110987,2001-01-13T20:49:41.065,900.36,223.49,18.80,4,0.00,4,18.80,14.63,58.51,1.28,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358061096,T0362,1358061096-3483,0.3000,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,986.73,973.46,10.42,6,0.00,6,10.42,8.60,51.62,1.21,1.73,,1 frame(s); median area 6.0 px; flags: none
N1358117287,T2042,1358117287-0456,0.2990,1,23,co-iss-n1358117287,1358117287,2001-01-13T22:34:41.021,833.44,985.85,22.75,3,0.00,3,22.75,17.20,51.59,1.32,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358110818,T1496,1358110818-0053,0.2987,1,17,co-iss-n1358110818,1358110818,2001-01-13T20:47:24.058,734.42,106.42,18.53,4,0.00,4,18.53,16.01,64.03,1.16,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358115096,T1736,1358115096-0016,0.2984,1,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,317.01,199.67,14.32,5,0.00,5,14.32,10.59,52.94,1.35,1.73,,1 frame(s); median area 5.0 px; flags: none
N1358061096,T0131,1358061096-0987,0.2982,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,863.82,849.20,14.28,5,0.00,5,14.28,10.93,54.63,1.31,3.82,,1 frame(s); median area 5.0 px; flags: none
N1358065987,T0616,1358065987-0082,0.2977,1,5,co-iss-n1358065987,1358065987,2001-01-13T08:19:41.376,1014.15,140.86,18.37,4,0.00,4,18.37,13.93,55.72,1.32,1.63,,1 frame(s); median area 4.0 px; flags: none
N1358061096,T0076,1358061096-0507,0.2977,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,627.69,810.82,14.20,5,0.00,5,14.20,8.90,44.50,1.60,3.54,,1 frame(s); median area 5.0 px; flags: none
N1358065987,T0635,1358065987-0421,0.2972,1,5,co-iss-n1358065987,1358065987,2001-01-13T08:19:41.376,125.85,585.17,18.29,4,0.15,4,18.29,12.17,48.69,1.50,6.85,,1 frame(s); median area 4.0 px; flags: none
N1358061096,T0064,1358061096-0380,0.2971,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,690.28,795.07,14.10,5,0.00,5,14.10,9.84,49.19,1.43,1.79,,1 frame(s); median area 5.0 px; flags: none
N1358105418,T0991,1358105418-0067,0.2967,1,11,co-iss-n1358105418,1358105418,2001-01-13T19:17:24.095,362.62,384.60,18.21,4,0.00,4,18.21,11.41,45.63,1.60,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358108796,T1477,1358108796-0421,0.2964,1,16,co-iss-n1358108796,1358108796,2001-01-13T20:14:18.103,624.37,1008.36,9.82,6,0.00,6,9.82,9.49,56.93,1.04,2.53,,1 frame(s); median area 6.0 px; flags: none
N1358108796,T1481,1358108796-0447,0.2964,1,16,co-iss-n1358108796,1358108796,2001-01-13T20:14:18.103,644.20,1011.11,9.82,6,0.00,6,9.82,9.25,55.48,1.06,1.98,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0224,1358061096-2011,0.2954,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,937.46,899.00,9.65,6,0.00,6,9.65,8.42,50.53,1.15,3.54,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0254,1358061096-2278,0.2954,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,743.80,911.15,9.65,6,0.00,6,9.65,8.65,51.91,1.12,1.56,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0298,1358061096-2735,0.2954,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,960.49,934.43,9.65,6,0.00,6,9.65,8.66,51.96,1.11,4.00,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0342,1358061096-3157,0.2954,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,799.69,957.30,9.65,6,0.00,6,9.65,9.06,54.33,1.07,2.29,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0354,1358061096-3372,0.2954,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,776.26,968.20,9.65,6,0.00,6,9.65,8.75,52.51,1.10,1.43,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0389,1358061096-3945,0.2954,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,971.38,1000.17,9.65,6,0.00,6,9.65,8.87,53.20,1.09,3.47,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0395,1358061096-3996,0.2948,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,720.02,1004.49,13.71,5,0.00,5,13.71,10.43,52.15,1.31,1.61,,1 frame(s); median area 5.0 px; flags: none
N1358099796,T0828,1358099796-0153,0.2943,1,8,co-iss-n1358099796,1358099796,2001-01-13T17:44:18.165,580.36,962.00,9.46,6,0.00,6,9.46,8.51,51.06,1.11,1.63,,1 frame(s); median area 6.0 px; flags: none
N1358099796,T0857,1358099796-0383,0.2943,1,8,co-iss-n1358099796,1358099796,2001-01-13T17:44:18.165,624.37,1008.36,9.46,6,0.00,6,9.46,9.12,54.73,1.04,2.53,,1 frame(s); median area 6.0 px; flags: none
N1358099796,T0864,1358099796-0410,0.2943,1,8,co-iss-n1358099796,1358099796,2001-01-13T17:44:18.165,644.21,1011.11,9.46,6,0.00,6,9.46,8.87,53.21,1.07,1.98,,1 frame(s); median area 6.0 px; flags: none
N1358106096,T1230,1358106096-2072,0.2942,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,743.80,911.15,9.44,6,0.00,6,9.44,8.49,50.97,1.11,1.56,,1 frame(s); median area 6.0 px; flags: none
N1358106096,T1300,1358106096-2910,0.2942,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,799.69,957.30,9.44,6,0.00,6,9.44,8.88,53.29,1.06,2.29,,1 frame(s); median area 6.0 px; flags: none
N1358106096,T1308,1358106096-3124,0.2942,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,776.26,968.19,9.44,6,0.00,6,9.44,8.59,51.51,1.10,1.43,,1 frame(s); median area 6.0 px; flags: none
N1358106096,T1335,1358106096-3677,0.2942,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,971.38,1000.16,9.44,6,0.00,6,9.44,8.70,52.18,1.09,3.47,,1 frame(s); median area 6.0 px; flags: none
N1358106096,T1359,1358106096-3892,0.2942,1,13,co-iss-n1358106096,1358106096,2001-01-13T19:29:18.122,901.69,1013.07,9.44,6,0.00,6,9.44,8.35,50.12,1.13,1.43,,1 frame(s); median area 6.0 px; flags: none
N1358061096,T0017,1358061096-0101,0.2941,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,593.68,734.01,13.60,5,0.00,5,13.60,11.35,56.75,1.20,1.62,,1 frame(s); median area 5.0 px; flags: none
N1358115096,T1833,1358115096-2554,0.2938,1,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,266.40,942.81,9.39,6,0.00,6,9.39,8.58,51.50,1.09,1.29,,1 frame(s); median area 6.0 px; flags: none
N1358115096,T1844,1358115096-2727,0.2938,1,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,293.80,950.92,9.39,6,0.00,6,9.39,8.22,49.31,1.14,1.53,,1 frame(s); median area 6.0 px; flags: none
N1358115096,T1846,1358115096-2765,0.2938,1,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,100.85,952.53,9.39,6,0.00,6,9.39,8.59,51.51,1.09,2.72,,1 frame(s); median area 6.0 px; flags: none
N1358115096,T1916,1358115096-3613,0.2938,1,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,221.16,997.19,9.39,6,0.00,6,9.39,8.22,49.34,1.14,4.75,,1 frame(s); median area 6.0 px; flags: none
N1358110818,T1562,1358110818-0614,0.2938,1,17,co-iss-n1358110818,1358110818,2001-01-13T20:47:24.058,97.01,975.12,17.72,4,0.00,4,17.72,14.92,59.67,1.19,1.63,,1 frame(s); median area 4.0 px; flags: none
N1358101818,T0916,1358101818-0234,0.2938,1,9,co-iss-n1358101818,1358101818,2001-01-13T18:17:24.120,316.46,356.34,17.71,4,0.00,4,17.71,13.49,53.94,1.31,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358069418,T0659,1358069418-0031,0.2937,1,6,co-iss-n1358069418,1358069418,2001-01-13T09:17:24.345,16.24,184.53,21.87,3,0.00,3,21.87,13.73,41.20,1.59,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358110818,T1520,1358110818-0268,0.2933,1,17,co-iss-n1358110818,1358110818,2001-01-13T20:47:24.058,115.84,444.29,17.64,4,0.15,4,17.64,13.07,52.28,1.35,6.85,,1 frame(s); median area 4.0 px; flags: none
N1358117287,T2034,1358117287-0205,0.2933,1,23,co-iss-n1358117287,1358117287,2001-01-13T22:34:41.021,528.35,629.52,9.30,6,0.00,6,9.30,7.97,47.81,1.17,2.03,,1 frame(s); median area 6.0 px; flags: none
N1358101818,T0911,1358101818-0193,0.2933,1,9,co-iss-n1358101818,1358101818,2001-01-13T18:17:24.120,876.60,296.41,17.63,4,0.00,4,17.63,12.54,50.15,1.41,1.00,,1 frame(s); median area 4.0 px; flags: none
N1358061096,T0112,1358061096-0818,0.2932,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,711.58,837.03,13.45,5,0.00,5,13.45,9.93,49.65,1.35,2.62,,1 frame(s); median area 5.0 px; flags: none
N1358061096,T0113,1358061096-0819,0.2932,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,748.40,837.30,13.45,5,0.00,5,13.45,9.75,48.74,1.38,1.65,,1 frame(s); median area 5.0 px; flags: none
N1358061096,T0145,1358061096-1098,0.2932,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,728.58,854.71,13.45,5,0.00,5,13.45,10.48,52.39,1.28,1.73,,1 frame(s); median area 5.0 px; flags: none
N1358061096,T0151,1358061096-1158,0.2932,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,690.41,858.63,13.45,5,0.00,5,13.45,11.34,56.71,1.19,3.40,,1 frame(s); median area 5.0 px; flags: none
N1358061096,T0203,1358061096-1618,0.2931,1,0,co-iss-n1358061096,1358061096,2001-01-13T06:59:18.433,643.08,882.36,9.27,6,0.00,6,9.27,8.42,50.50,1.10,1.81,,1 frame(s); median area 6.0 px; flags: none
N1358101818,T0948,1358101818-0481,0.2928,1,9,co-iss-n1358101818,1358101818,2001-01-13T18:17:24.120,63.78,701.22,17.54,4,0.00,4,17.54,16.80,67.20,1.04,2.45,,1 frame(s); median area 4.0 px; flags: none
N1358115096,T1763,1358115096-1231,0.2927,1,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,175.76,876.74,9.20,6,0.00,6,9.20,7.76,46.59,1.18,3.08,,1 frame(s); median area 6.0 px; flags: none
N1358069418,T0651,1358069418-0003,0.2926,1,6,co-iss-n1358069418,1358069418,2001-01-13T09:17:24.345,878.33,24.34,21.68,3,0.00,3,21.68,21.01,63.02,1.03,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358065818,T0574,1358065818-0289,0.2918,1,4,co-iss-n1358065818,1358065818,2001-01-13T08:17:24.370,287.20,477.45,17.38,4,0.00,4,17.38,12.39,49.58,1.40,3.60,,1 frame(s); median area 4.0 px; flags: none
N1358101818,T0921,1358101818-0253,0.2918,1,9,co-iss-n1358101818,1358101818,2001-01-13T18:17:24.120,345.16,390.44,17.38,4,0.15,4,17.38,10.87,43.49,1.60,6.17,,1 frame(s); median area 4.0 px; flags: none
N1358105587,T1120,1358105587-0034,0.2917,1,12,co-iss-n1358105587,1358105587,2001-01-13T19:19:41.102,499.33,185.50,21.53,3,0.00,3,21.53,14.33,43.00,1.50,1.73,,1 frame(s); median area 3.0 px; flags: none
N1358115096,T1743,1358115096-0468,0.2917,1,21,co-iss-n1358115096,1358115096,2001-01-13T21:59:18.060,334.08,816.84,9.03,6,0.00,6,9.03,8.05,48.30,1.12,1.94,,1 frame(s); median area 6.0 px; flags: none
